Year,State/Country,Marital Status, Labour Force ('000) 
2001,W.P Labuan,Widowed, 0.1 
2002,W.P Labuan,Widowed, 0.4 
2003,W.P Labuan,Widowed, 0.5 
2004,W.P Labuan,Widowed, 0.4 
2005,W.P Labuan,Widowed, 0.3 
2006,W.P Labuan,Widowed, 0.4 
2007,W.P Labuan,Widowed, 0.7 
2008,W.P Labuan,Widowed, 0.6 
2009,W.P Labuan,Widowed, 0.6 
2010,W.P Labuan,Widowed, 0.5 
2011,W.P Labuan,Widowed, 0.7 
2012,W.P Labuan,Widowed, 0.8 
2013,W.P Labuan,Widowed, 0.7 
2014,W.P Labuan,Widowed, 0.9 
2015,W.P Labuan,Widowed, 1.2 
1982,W.P.Putrajaya,Widowed,
1983,W.P.Putrajaya,Widowed,
1984,W.P.Putrajaya,Widowed,
1985,W.P.Putrajaya,Widowed,
1986,W.P.Putrajaya,Widowed,
1987,W.P.Putrajaya,Widowed,
1988,W.P.Putrajaya,Widowed,
1989,W.P.Putrajaya,Widowed,
1990,W.P.Putrajaya,Widowed,
1992,W.P.Putrajaya,Widowed,
1993,W.P.Putrajaya,Widowed,
1995,W.P.Putrajaya,Widowed,
1996,W.P.Putrajaya,Widowed,
1997,W.P.Putrajaya,Widowed,
1998,W.P.Putrajaya,Widowed,
1999,W.P.Putrajaya,Widowed,
2000,W.P.Putrajaya,Widowed,
2001,W.P.Putrajaya,Widowed,
2002,W.P.Putrajaya,Widowed,
2003,W.P.Putrajaya,Widowed,
2004,W.P.Putrajaya,Widowed,
2005,W.P.Putrajaya,Widowed,
2006,W.P.Putrajaya,Widowed,
2007,W.P.Putrajaya,Widowed,
2008,W.P.Putrajaya,Widowed,
2009,W.P.Putrajaya,Widowed,
2010,W.P.Putrajaya,Widowed,
2011,W.P.Putrajaya,Widowed, 0.4 
2012,W.P.Putrajaya,Widowed, 0.3 
2013,W.P.Putrajaya,Widowed, 0.3 
2014,W.P.Putrajaya,Widowed, 0.3 
2015,W.P.Putrajaya,Widowed, 0.5 
1982,Malaysia,Divorced/permanently separated, 65.8 
1983,Malaysia,Divorced/permanently separated, 77.6 
1984,Malaysia,Divorced/permanently separated, 73.8 
1985,Malaysia,Divorced/permanently separated, 71.1 
1986,Malaysia,Divorced/permanently separated, 73.1 
1987,Malaysia,Divorced/permanently separated, 84.5 
1988,Malaysia,Divorced/permanently separated, 86.2 
1989,Malaysia,Divorced/permanently separated, 77.6 
1990,Malaysia,Divorced/permanently separated, 77.9 
1992,Malaysia,Divorced/permanently separated, 92.3 
1993,Malaysia,Divorced/permanently separated, 84.8 
1995,Malaysia,Divorced/permanently separated, 71.2 
1996,Malaysia,Divorced/permanently separated, 81.4 
1997,Malaysia,Divorced/permanently separated, 101.2 
1998,Malaysia,Divorced/permanently separated, 104.5 
1999,Malaysia,Divorced/permanently separated, 120.3 
2000,Malaysia,Divorced/permanently separated, 111.6 
2001,Malaysia,Divorced/permanently separated, 122.9 
2002,Malaysia,Divorced/permanently separated, 129.2 
2003,Malaysia,Divorced/permanently separated, 130.9 
2004,Malaysia,Divorced/permanently separated, 139.6 
2005,Malaysia,Divorced/permanently separated, 124.7 
2006,Malaysia,Divorced/permanently separated, 136.9 
2007,Malaysia,Divorced/permanently separated, 156.2 
2008,Malaysia,Divorced/permanently separated, 171.4 
2009,Malaysia,Divorced/permanently separated, 175.3 
2010,Malaysia,Divorced/permanently separated, 190.7 
2011,Malaysia,Divorced/permanently separated, 212.1 
2012,Malaysia,Divorced/permanently separated, 233.2 
2013,Malaysia,Divorced/permanently separated, 243.6 
2014,Malaysia,Divorced/permanently separated, 234.7 
2015,Malaysia,Divorced/permanently separated, 262.7 
1982,Johor,Divorced/permanently separated, 5.6 
1983,Johor,Divorced/permanently separated, 9.1 
1984,Johor,Divorced/permanently separated, 8.1 
1985,Johor,Divorced/permanently separated, 5.6 
1986,Johor,Divorced/permanently separated, 6.7 
1987,Johor,Divorced/permanently separated, 7.7 
1988,Johor,Divorced/permanently separated, 7.4 
1989,Johor,Divorced/permanently separated, 7.0 
1990,Johor,Divorced/permanently separated, 7.8 
1992,Johor,Divorced/permanently separated, 9.1 
1993,Johor,Divorced/permanently separated, 9.3 
1995,Johor,Divorced/permanently separated, 4.8 
1996,Johor,Divorced/permanently separated, 6.1 
1997,Johor,Divorced/permanently separated, 7.0 
1998,Johor,Divorced/permanently separated, 7.5 
1999,Johor,Divorced/permanently separated, 8.2 
2000,Johor,Divorced/permanently separated, 11.4 
2001,Johor,Divorced/permanently separated, 9.9 
2002,Johor,Divorced/permanently separated, 13.7 
2003,Johor,Divorced/permanently separated, 13.5 
2004,Johor,Divorced/permanently separated, 14.9 
2005,Johor,Divorced/permanently separated, 14.3 
2006,Johor,Divorced/permanently separated, 12.9 
2007,Johor,Divorced/permanently separated, 13.5 
2008,Johor,Divorced/permanently separated, 16.9 
2009,Johor,Divorced/permanently separated, 16.9 
2010,Johor,Divorced/permanently separated, 21.3 
2011,Johor,Divorced/permanently separated, 21.7 
2012,Johor,Divorced/permanently separated, 26.9 
2013,Johor,Divorced/permanently separated, 27.6 
2014,Johor,Divorced/permanently separated, 20.7 
2015,Johor,Divorced/permanently separated, 24.9 
1982,Kedah,Divorced/permanently separated, 5.4 
1983,Kedah,Divorced/permanently separated, 6.9 
1984,Kedah,Divorced/permanently separated, 5.1 
1985,Kedah,Divorced/permanently separated, 6.4 
1986,Kedah,Divorced/permanently separated, 5.1 
1987,Kedah,Divorced/permanently separated, 8.9 
1988,Kedah,Divorced/permanently separated, 8.6 
1989,Kedah,Divorced/permanently separated, 6.3 
1990,Kedah,Divorced/permanently separated, 5.6 
1992,Kedah,Divorced/permanently separated, 6.2 
1993,Kedah,Divorced/permanently separated, 7.1 
1995,Kedah,Divorced/permanently separated, 4.2 
1996,Kedah,Divorced/permanently separated, 6.1 
1997,Kedah,Divorced/permanently separated, 6.1 
1998,Kedah,Divorced/permanently separated, 10.5 
1999,Kedah,Divorced/permanently separated, 13.1 
2000,Kedah,Divorced/permanently separated, 7.8 
2001,Kedah,Divorced/permanently separated, 10.3 
2002,Kedah,Divorced/permanently separated, 9.8 
2003,Kedah,Divorced/permanently separated, 9.7 
2004,Kedah,Divorced/permanently separated, 10.4 
2005,Kedah,Divorced/permanently separated, 9.2 
2006,Kedah,Divorced/permanently separated, 8.0 
2007,Kedah,Divorced/permanently separated, 10.6 
2008,Kedah,Divorced/permanently separated, 10.5 
2009,Kedah,Divorced/permanently separated, 12.1 
2010,Kedah,Divorced/permanently separated, 16.2 
2011,Kedah,Divorced/permanently separated, 16.0 
2012,Kedah,Divorced/permanently separated, 15.3 
2013,Kedah,Divorced/permanently separated, 17.3 
2014,Kedah,Divorced/permanently separated, 19.6 
2015,Kedah,Divorced/permanently separated, 18.2 
1982,Kelantan,Divorced/permanently separated, 9.5 
1983,Kelantan,Divorced/permanently separated, 9.9 
1984,Kelantan,Divorced/permanently separated, 9.5 
1985,Kelantan,Divorced/permanently separated, 11.8 
1986,Kelantan,Divorced/permanently separated, 10.1 
1987,Kelantan,Divorced/permanently separated, 10.9 
1988,Kelantan,Divorced/permanently separated, 14.5 
1989,Kelantan,Divorced/permanently separated, 8.2 
1990,Kelantan,Divorced/permanently separated, 9.9 
1992,Kelantan,Divorced/permanently separated, 9.5 
1993,Kelantan,Divorced/permanently separated, 6.9 
1995,Kelantan,Divorced/permanently separated, 8.7 
1996,Kelantan,Divorced/permanently separated, 10.8 
1997,Kelantan,Divorced/permanently separated, 8.3 
1998,Kelantan,Divorced/permanently separated, 10.8 
1999,Kelantan,Divorced/permanently separated, 10.0 
2000,Kelantan,Divorced/permanently separated, 8.8 
2001,Kelantan,Divorced/permanently separated, 7.8 
2002,Kelantan,Divorced/permanently separated, 10.1 
2003,Kelantan,Divorced/permanently separated, 10.9 
2004,Kelantan,Divorced/permanently separated, 7.6 
2005,Kelantan,Divorced/permanently separated, 8.6 
2006,Kelantan,Divorced/permanently separated, 8.8 
2007,Kelantan,Divorced/permanently separated, 9.1 
2008,Kelantan,Divorced/permanently separated, 10.1 
2009,Kelantan,Divorced/permanently separated, 10.4 
2010,Kelantan,Divorced/permanently separated, 12.7 
2011,Kelantan,Divorced/permanently separated, 14.0 
2012,Kelantan,Divorced/permanently separated, 15.0 
2013,Kelantan,Divorced/permanently separated, 13.7 
2014,Kelantan,Divorced/permanently separated, 16.3 
2015,Kelantan,Divorced/permanently separated, 16.8 
1982,Melaka,Divorced/permanently separated, 2.0 
1983,Melaka,Divorced/permanently separated, 1.3 
1984,Melaka,Divorced/permanently separated, 1.9 
1985,Melaka,Divorced/permanently separated, 2.3 
1986,Melaka,Divorced/permanently separated, 1.8 
1987,Melaka,Divorced/permanently separated, 2.1 
1988,Melaka,Divorced/permanently separated, 1.9 
1989,Melaka,Divorced/permanently separated, 2.3 
1990,Melaka,Divorced/permanently separated, 1.6 
1992,Melaka,Divorced/permanently separated, 2.6 
1993,Melaka,Divorced/permanently separated, 1.9 
1995,Melaka,Divorced/permanently separated, 1.3 
1996,Melaka,Divorced/permanently separated, 1.9 
1997,Melaka,Divorced/permanently separated, 3.4 
1998,Melaka,Divorced/permanently separated, 2.4 
1999,Melaka,Divorced/permanently separated, 3.5 
2000,Melaka,Divorced/permanently separated, 2.4 
2001,Melaka,Divorced/permanently separated, 3.3 
2002,Melaka,Divorced/permanently separated, 2.8 
2003,Melaka,Divorced/permanently separated, 2.8 
2004,Melaka,Divorced/permanently separated, 3.6 
2005,Melaka,Divorced/permanently separated, 2.5 
2006,Melaka,Divorced/permanently separated, 3.9 
2007,Melaka,Divorced/permanently separated, 3.7 
2008,Melaka,Divorced/permanently separated, 4.4 
2009,Melaka,Divorced/permanently separated, 3.9 
2010,Melaka,Divorced/permanently separated, 5.7 
2011,Melaka,Divorced/permanently separated, 5.5 
2012,Melaka,Divorced/permanently separated, 6.7 
2013,Melaka,Divorced/permanently separated, 6.6 
2014,Melaka,Divorced/permanently separated, 8.1 
2015,Melaka,Divorced/permanently separated, 8.7 
1982,Negeri Sembilan,Divorced/permanently separated, 2.1 
1983,Negeri Sembilan,Divorced/permanently separated, 2.2 
1984,Negeri Sembilan,Divorced/permanently separated, 1.8 
1985,Negeri Sembilan,Divorced/permanently separated, 2.5 
1986,Negeri Sembilan,Divorced/permanently separated, 1.8 
1987,Negeri Sembilan,Divorced/permanently separated, 2.6 
1988,Negeri Sembilan,Divorced/permanently separated, 2.3 
1989,Negeri Sembilan,Divorced/permanently separated, 3.0 
1990,Negeri Sembilan,Divorced/permanently separated, 2.5 
1992,Negeri Sembilan,Divorced/permanently separated, 3.4 
1993,Negeri Sembilan,Divorced/permanently separated, 3.6 
1995,Negeri Sembilan,Divorced/permanently separated, 2.6 
1996,Negeri Sembilan,Divorced/permanently separated, 2.8 
1997,Negeri Sembilan,Divorced/permanently separated, 3.7 
1998,Negeri Sembilan,Divorced/permanently separated, 4.0 
1999,Negeri Sembilan,Divorced/permanently separated, 4.2 
2000,Negeri Sembilan,Divorced/permanently separated, 3.9 
2001,Negeri Sembilan,Divorced/permanently separated, 4.0 
2002,Negeri Sembilan,Divorced/permanently separated, 3.5 
2003,Negeri Sembilan,Divorced/permanently separated, 3.9 
2004,Negeri Sembilan,Divorced/permanently separated, 5.1 
2005,Negeri Sembilan,Divorced/permanently separated, 5.5 
2006,Negeri Sembilan,Divorced/permanently separated, 6.1 
2007,Negeri Sembilan,Divorced/permanently separated, 5.6 
2008,Negeri Sembilan,Divorced/permanently separated, 5.0 
2009,Negeri Sembilan,Divorced/permanently separated, 7.2 
2010,Negeri Sembilan,Divorced/permanently separated, 5.1 
2011,Negeri Sembilan,Divorced/permanently separated, 6.6 
2012,Negeri Sembilan,Divorced/permanently separated, 6.6 
2013,Negeri Sembilan,Divorced/permanently separated, 7.2 
2014,Negeri Sembilan,Divorced/permanently separated, 7.9 
2015,Negeri Sembilan,Divorced/permanently separated, 7.0 
1982,Pahang,Divorced/permanently separated, 3.3 
1983,Pahang,Divorced/permanently separated, 3.1 
1984,Pahang,Divorced/permanently separated, 3.3 
1985,Pahang,Divorced/permanently separated, 3.1 
1986,Pahang,Divorced/permanently separated, 4.2 
1987,Pahang,Divorced/permanently separated, 3.2 
1988,Pahang,Divorced/permanently separated, 5.0 
1989,Pahang,Divorced/permanently separated, 3.3 
1990,Pahang,Divorced/permanently separated, 2.6 
1992,Pahang,Divorced/permanently separated, 4.6 
1993,Pahang,Divorced/permanently separated, 3.7 
1995,Pahang,Divorced/permanently separated, 4.2 
1996,Pahang,Divorced/permanently separated, 3.0 
1997,Pahang,Divorced/permanently separated, 3.3 
1998,Pahang,Divorced/permanently separated, 2.6 
1999,Pahang,Divorced/permanently separated, 3.5 
2000,Pahang,Divorced/permanently separated, 4.9 
2001,Pahang,Divorced/permanently separated, 4.9 
2002,Pahang,Divorced/permanently separated, 3.3 
2003,Pahang,Divorced/permanently separated, 6.2 
2004,Pahang,Divorced/permanently separated, 6.3 
2005,Pahang,Divorced/permanently separated, 4.3 
2006,Pahang,Divorced/permanently separated, 5.1 
2007,Pahang,Divorced/permanently separated, 6.4 
2008,Pahang,Divorced/permanently separated, 9.1 
2009,Pahang,Divorced/permanently separated, 6.9 
2010,Pahang,Divorced/permanently separated, 7.9 
2011,Pahang,Divorced/permanently separated, 8.1 
2012,Pahang,Divorced/permanently separated, 7.8 
2013,Pahang,Divorced/permanently separated, 10.5 
2014,Pahang,Divorced/permanently separated, 10.7 
2015,Pahang,Divorced/permanently separated, 9.9 
1982,Pulau Pinang,Divorced/permanently separated, 4.1 
1983,Pulau Pinang,Divorced/permanently separated, 3.4 
1984,Pulau Pinang,Divorced/permanently separated, 4.0 
1985,Pulau Pinang,Divorced/permanently separated, 2.9 
1986,Pulau Pinang,Divorced/permanently separated, 4.0 
1987,Pulau Pinang,Divorced/permanently separated, 4.1 
1988,Pulau Pinang,Divorced/permanently separated, 3.4 
1989,Pulau Pinang,Divorced/permanently separated, 3.7 
1990,Pulau Pinang,Divorced/permanently separated, 4.3 
1992,Pulau Pinang,Divorced/permanently separated, 5.7 
1993,Pulau Pinang,Divorced/permanently separated, 2.8 
1995,Pulau Pinang,Divorced/permanently separated, 2.7 
1996,Pulau Pinang,Divorced/permanently separated, 4.2 
1997,Pulau Pinang,Divorced/permanently separated, 5.3 
1998,Pulau Pinang,Divorced/permanently separated, 6.7 
1999,Pulau Pinang,Divorced/permanently separated, 10.2 
2000,Pulau Pinang,Divorced/permanently separated, 7.9 
2001,Pulau Pinang,Divorced/permanently separated, 11.3 
2002,Pulau Pinang,Divorced/permanently separated, 8.9 
2003,Pulau Pinang,Divorced/permanently separated, 8.7 
2004,Pulau Pinang,Divorced/permanently separated, 6.9 
2005,Pulau Pinang,Divorced/permanently separated, 6.5 
2006,Pulau Pinang,Divorced/permanently separated, 9.2 
2007,Pulau Pinang,Divorced/permanently separated, 8.5 
2008,Pulau Pinang,Divorced/permanently separated, 13.0 
2009,Pulau Pinang,Divorced/permanently separated, 13.1 
2010,Pulau Pinang,Divorced/permanently separated, 15.5 
2011,Pulau Pinang,Divorced/permanently separated, 20.0 
2012,Pulau Pinang,Divorced/permanently separated, 17.9 
2013,Pulau Pinang,Divorced/permanently separated, 17.8 
2014,Pulau Pinang,Divorced/permanently separated, 17.7 
2015,Pulau Pinang,Divorced/permanently separated, 22.0 
1982,Perak,Divorced/permanently separated, 8.1 
1983,Perak,Divorced/permanently separated, 7.3 
1984,Perak,Divorced/permanently separated, 7.8 
1985,Perak,Divorced/permanently separated, 7.0 
1986,Perak,Divorced/permanently separated, 6.6 
1987,Perak,Divorced/permanently separated, 10.0 
1988,Perak,Divorced/permanently separated, 6.2 
1989,Perak,Divorced/permanently separated, 7.1 
1990,Perak,Divorced/permanently separated, 7.5 
1992,Perak,Divorced/permanently separated, 8.1 
1993,Perak,Divorced/permanently separated, 4.5 
1995,Perak,Divorced/permanently separated, 4.2 
1996,Perak,Divorced/permanently separated, 4.6 
1997,Perak,Divorced/permanently separated, 7.6 
1998,Perak,Divorced/permanently separated, 7.3 
1999,Perak,Divorced/permanently separated, 7.4 
2000,Perak,Divorced/permanently separated, 8.3 
2001,Perak,Divorced/permanently separated, 8.6 
2002,Perak,Divorced/permanently separated, 10.0 
2003,Perak,Divorced/permanently separated, 8.1 
2004,Perak,Divorced/permanently separated, 10.3 
2005,Perak,Divorced/permanently separated, 7.5 
2006,Perak,Divorced/permanently separated, 8.1 
2007,Perak,Divorced/permanently separated, 10.9 
2008,Perak,Divorced/permanently separated, 13.3 
2009,Perak,Divorced/permanently separated, 12.5 
2010,Perak,Divorced/permanently separated, 12.4 
2011,Perak,Divorced/permanently separated, 15.6 
2012,Perak,Divorced/permanently separated, 16.3 
2013,Perak,Divorced/permanently separated, 14.1 
2014,Perak,Divorced/permanently separated, 17.7 
2015,Perak,Divorced/permanently separated, 20.4 
1982,Perlis,Divorced/permanently separated, 1.5 
1983,Perlis,Divorced/permanently separated, 0.7 
1984,Perlis,Divorced/permanently separated, 0.8 
1985,Perlis,Divorced/permanently separated, 0.8 
1986,Perlis,Divorced/permanently separated, 1.2 
1987,Perlis,Divorced/permanently separated, 1.0 
1988,Perlis,Divorced/permanently separated, 1.2 
1989,Perlis,Divorced/permanently separated, 1.5 
1990,Perlis,Divorced/permanently separated, 0.5 
1992,Perlis,Divorced/permanently separated, 1.3 
1993,Perlis,Divorced/permanently separated, 1.5 
1995,Perlis,Divorced/permanently separated, 0.5 
1996,Perlis,Divorced/permanently separated, 0.8 
1997,Perlis,Divorced/permanently separated, 1.3 
1998,Perlis,Divorced/permanently separated, 1.4 
1999,Perlis,Divorced/permanently separated, 1.2 
2000,Perlis,Divorced/permanently separated, 1.1 
2001,Perlis,Divorced/permanently separated, 1.5 
2002,Perlis,Divorced/permanently separated, 0.7 
2003,Perlis,Divorced/permanently separated, 1.5 
2004,Perlis,Divorced/permanently separated, 1.3 
2005,Perlis,Divorced/permanently separated, 1.8 
2006,Perlis,Divorced/permanently separated, 1.7 
2007,Perlis,Divorced/permanently separated, 1.4 
2008,Perlis,Divorced/permanently separated, 1.6 
2009,Perlis,Divorced/permanently separated, 1.6 
2010,Perlis,Divorced/permanently separated, 1.2 
2011,Perlis,Divorced/permanently separated, 1.7 
2012,Perlis,Divorced/permanently separated, 1.8 
2013,Perlis,Divorced/permanently separated, 2.3 
2014,Perlis,Divorced/permanently separated, 2.7 
2015,Perlis,Divorced/permanently separated, 1.9 
1982,Selangor,Divorced/permanently separated, 5.2 
1983,Selangor,Divorced/permanently separated, 6.2 
1984,Selangor,Divorced/permanently separated, 6.0 
1985,Selangor,Divorced/permanently separated, 4.8 
1986,Selangor,Divorced/permanently separated, 5.1 
1987,Selangor,Divorced/permanently separated, 6.6 
1988,Selangor,Divorced/permanently separated, 6.1 
1989,Selangor,Divorced/permanently separated, 8.0 
1990,Selangor,Divorced/permanently separated, 9.7 
1992,Selangor,Divorced/permanently separated, 10.3 
1993,Selangor,Divorced/permanently separated, 12.5 
1995,Selangor,Divorced/permanently separated, 6.1 
1996,Selangor,Divorced/permanently separated, 9.2 
1997,Selangor,Divorced/permanently separated, 14.1 
1998,Selangor,Divorced/permanently separated, 12.9 
1999,Selangor,Divorced/permanently separated, 14.1 
2000,Selangor,Divorced/permanently separated, 15.9 
2001,Selangor,Divorced/permanently separated, 14.4 
2002,Selangor,Divorced/permanently separated, 18.9 
2003,Selangor,Divorced/permanently separated, 16.4 
2004,Selangor,Divorced/permanently separated, 21.7 
2005,Selangor,Divorced/permanently separated, 20.0 
2006,Selangor,Divorced/permanently separated, 24.1 
2007,Selangor,Divorced/permanently separated, 26.3 
2008,Selangor,Divorced/permanently separated, 29.0 
2009,Selangor,Divorced/permanently separated, 29.9 
2010,Selangor,Divorced/permanently separated, 28.3 
2011,Selangor,Divorced/permanently separated, 33.2 
2012,Selangor,Divorced/permanently separated, 34.9 
2013,Selangor,Divorced/permanently separated, 37.1 
2014,Selangor,Divorced/permanently separated, 34.1 
2015,Selangor,Divorced/permanently separated, 42.5 
1982,Terengganu,Divorced/permanently separated, 5.6 
1983,Terengganu,Divorced/permanently separated, 9.3 
1984,Terengganu,Divorced/permanently separated, 5.1 
1985,Terengganu,Divorced/permanently separated, 4.6 
1986,Terengganu,Divorced/permanently separated, 6.6 
1987,Terengganu,Divorced/permanently separated, 4.6 
1988,Terengganu,Divorced/permanently separated, 5.4 
1989,Terengganu,Divorced/permanently separated, 3.9 
1990,Terengganu,Divorced/permanently separated, 4.0 
1992,Terengganu,Divorced/permanently separated, 5.7 
1993,Terengganu,Divorced/permanently separated, 4.4 
1995,Terengganu,Divorced/permanently separated, 4.4 
1996,Terengganu,Divorced/permanently separated, 5.9 
1997,Terengganu,Divorced/permanently separated, 3.6 
1998,Terengganu,Divorced/permanently separated, 5.0 
1999,Terengganu,Divorced/permanently separated, 5.4 
2000,Terengganu,Divorced/permanently separated, 5.3 
2001,Terengganu,Divorced/permanently separated, 5.2 
2002,Terengganu,Divorced/permanently separated, 5.8 
2003,Terengganu,Divorced/permanently separated, 6.1 
2004,Terengganu,Divorced/permanently separated, 6.3 
2005,Terengganu,Divorced/permanently separated, 5.0 
2006,Terengganu,Divorced/permanently separated, 5.7 
2007,Terengganu,Divorced/permanently separated, 6.8 
2008,Terengganu,Divorced/permanently separated, 7.2 
2009,Terengganu,Divorced/permanently separated, 6.6 
2010,Terengganu,Divorced/permanently separated, 6.8 
2011,Terengganu,Divorced/permanently separated, 6.0 
2012,Terengganu,Divorced/permanently separated, 7.9 
2013,Terengganu,Divorced/permanently separated, 9.3 
2014,Terengganu,Divorced/permanently separated, 8.6 
2015,Terengganu,Divorced/permanently separated, 8.4 
1982,Sabah,Divorced/permanently separated, 3.8 
1983,Sabah,Divorced/permanently separated, 6.8 
1984,Sabah,Divorced/permanently separated, 7.4 
1985,Sabah,Divorced/permanently separated, 6.8 
1986,Sabah,Divorced/permanently separated, 6.6 
1987,Sabah,Divorced/permanently separated, 7.3 
1988,Sabah,Divorced/permanently separated, 7.2 
1989,Sabah,Divorced/permanently separated, 6.5 
1990,Sabah,Divorced/permanently separated, 5.0 
1992,Sabah,Divorced/permanently separated, 9.2 
1993,Sabah,Divorced/permanently separated, 9.3 
1995,Sabah,Divorced/permanently separated, 10.7 
1996,Sabah,Divorced/permanently separated, 11.4 
1997,Sabah,Divorced/permanently separated, 13.7 
1998,Sabah,Divorced/permanently separated, 13.4 
1999,Sabah,Divorced/permanently separated, 15.8 
2000,Sabah,Divorced/permanently separated, 12.6 
2001,Sabah,Divorced/permanently separated, 14.8 
2002,Sabah,Divorced/permanently separated, 17.3 
2003,Sabah,Divorced/permanently separated, 18.9 
2004,Sabah,Divorced/permanently separated, 16.7 
2005,Sabah,Divorced/permanently separated, 16.5 
2006,Sabah,Divorced/permanently separated, 19.0 
2007,Sabah,Divorced/permanently separated, 20.5 
2008,Sabah,Divorced/permanently separated, 19.3 
2009,Sabah,Divorced/permanently separated, 21.0 
2010,Sabah,Divorced/permanently separated, 22.2 
2011,Sabah,Divorced/permanently separated, 26.6 
2012,Sabah,Divorced/permanently separated, 29.5 
2013,Sabah,Divorced/permanently separated, 33.3 
2014,Sabah,Divorced/permanently separated, 28.8 
2015,Sabah,Divorced/permanently separated, 33.6 
1982,Sarawak,Divorced/permanently separated, 6.9 
1983,Sarawak,Divorced/permanently separated, 8.0 
1984,Sarawak,Divorced/permanently separated, 8.8 
1985,Sarawak,Divorced/permanently separated, 8.9 
1986,Sarawak,Divorced/permanently separated, 10.1 
1987,Sarawak,Divorced/permanently separated, 11.6 
1988,Sarawak,Divorced/permanently separated, 11.8 
1989,Sarawak,Divorced/permanently separated, 11.0 
1990,Sarawak,Divorced/permanently separated, 11.7 
1992,Sarawak,Divorced/permanently separated, 9.8 
1993,Sarawak,Divorced/permanently separated, 10.3 
1995,Sarawak,Divorced/permanently separated, 11.5 
1996,Sarawak,Divorced/permanently separated, 10.3 
1997,Sarawak,Divorced/permanently separated, 12.3 
1998,Sarawak,Divorced/permanently separated, 11.5 
1999,Sarawak,Divorced/permanently separated, 14.4 
2000,Sarawak,Divorced/permanently separated, 12.4 
2001,Sarawak,Divorced/permanently separated, 13.7 
2002,Sarawak,Divorced/permanently separated, 11.9 
2003,Sarawak,Divorced/permanently separated, 13.7 
2004,Sarawak,Divorced/permanently separated, 15.2 
2005,Sarawak,Divorced/permanently separated, 13.3 
2006,Sarawak,Divorced/permanently separated, 12.7 
2007,Sarawak,Divorced/permanently separated, 17.8 
2008,Sarawak,Divorced/permanently separated, 17.9 
2009,Sarawak,Divorced/permanently separated, 16.8 
2010,Sarawak,Divorced/permanently separated, 17.7 
2011,Sarawak,Divorced/permanently separated, 22.0 
2012,Sarawak,Divorced/permanently separated, 26.4 
2013,Sarawak,Divorced/permanently separated, 25.9 
2014,Sarawak,Divorced/permanently separated, 27.8 
2015,Sarawak,Divorced/permanently separated, 30.7 
1982,W.P. Kuala Lumpur,Divorced/permanently separated, 2.7 
1983,W.P. Kuala Lumpur,Divorced/permanently separated, 3.5 
1984,W.P. Kuala Lumpur,Divorced/permanently separated, 3.9 
1985,W.P. Kuala Lumpur,Divorced/permanently separated, 3.5 
1986,W.P. Kuala Lumpur,Divorced/permanently separated, 3.2 
1987,W.P. Kuala Lumpur,Divorced/permanently separated, 3.5 
1988,W.P. Kuala Lumpur,Divorced/permanently separated, 5.1 
1989,W.P. Kuala Lumpur,Divorced/permanently separated, 5.7 
1990,W.P. Kuala Lumpur,Divorced/permanently separated, 4.8 
1992,W.P. Kuala Lumpur,Divorced/permanently separated, 6.3 
1993,W.P. Kuala Lumpur,Divorced/permanently separated, 6.9 
1995,W.P. Kuala Lumpur,Divorced/permanently separated, 5.4 
1996,W.P. Kuala Lumpur,Divorced/permanently separated, 4.0 
1997,W.P. Kuala Lumpur,Divorced/permanently separated, 11.3 
1998,W.P. Kuala Lumpur,Divorced/permanently separated, 7.4 
1999,W.P. Kuala Lumpur,Divorced/permanently separated, 9.1 
2000,W.P. Kuala Lumpur,Divorced/permanently separated, 8.5 
2001,W.P. Kuala Lumpur,Divorced/permanently separated, 12.4 
2002,W.P. Kuala Lumpur,Divorced/permanently separated, 11.7 
2003,W.P. Kuala Lumpur,Divorced/permanently separated, 10.0 
2004,W.P. Kuala Lumpur,Divorced/permanently separated, 13.0 
2005,W.P. Kuala Lumpur,Divorced/permanently separated, 9.4 
2006,W.P. Kuala Lumpur,Divorced/permanently separated, 11.0 
2007,W.P. Kuala Lumpur,Divorced/permanently separated, 14.5 
2008,W.P. Kuala Lumpur,Divorced/permanently separated, 13.6 
2009,W.P. Kuala Lumpur,Divorced/permanently separated, 15.7 
2010,W.P. Kuala Lumpur,Divorced/permanently separated, 17.1 
2011,W.P. Kuala Lumpur,Divorced/permanently separated, 14.3 
2012,W.P. Kuala Lumpur,Divorced/permanently separated, 19.0 
2013,W.P. Kuala Lumpur,Divorced/permanently separated, 19.6 
2014,W.P. Kuala Lumpur,Divorced/permanently separated, 12.6 
2015,W.P. Kuala Lumpur,Divorced/permanently separated, 16.7 
1982,W.P Labuan,Divorced/permanently separated,
1983,W.P Labuan,Divorced/permanently separated,
1984,W.P Labuan,Divorced/permanently separated, 0.2 
1985,W.P Labuan,Divorced/permanently separated, 0.2 
1986,W.P Labuan,Divorced/permanently separated, 0.2 
1987,W.P Labuan,Divorced/permanently separated, 0.2 
1988,W.P Labuan,Divorced/permanently separated, 0.2 
1989,W.P Labuan,Divorced/permanently separated, 0.2 
1990,W.P Labuan,Divorced/permanently separated, 0.4 
1992,W.P Labuan,Divorced/permanently separated, 0.4 
1993,W.P Labuan,Divorced/permanently separated, 0.0 
1995,W.P Labuan,Divorced/permanently separated, 0.1 
